claim_amount,previous_claims,rejected_claims,claim_frequency,evidence_status,document_consistency,claim_after_policy,risk
455165,9,4,2,2,1,12,High
898806,2,1,0,0,0,7,Medium
153554,2,0,0,0,0,17,Low
830874,6,3,2,1,2,21,High
971223,6,4,2,0,0,8,High
471282,6,2,2,1,1,12,High
113501,9,2,0,2,0,2,Medium
284223,7,3,0,2,2,17,High
940221,4,1,1,1,1,9,High
79676,4,0,2,0,0,4,Medium
965456,3,4,1,0,1,24,High
761804,6,0,0,2,0,5,High
193532,9,4,1,1,2,7,High
634685,3,2,1,2,0,23,High
617135,1,0,0,2,1,6,Medium
637895,3,3,0,0,1,20,High
240178,7,1,2,1,1,17,High
169521,8,3,1,2,0,13,High
446752,2,1,0,0,0,14,Medium
608365,6,0,0,2,0,9,High
844690,8,0,1,2,2,20,High
723662,3,1,0,0,2,11,High
277009,9,2,2,0,2,6,High
966369,2,4,2,1,1,6,High
157717,4,3,1,2,1,10,High
401915,0,3,2,1,1,12,High
582288,2,3,0,0,1,14,High
571025,7,0,0,0,1,17,Medium
817917,7,3,0,2,0,6,High
320709,3,4,0,1,1,5,High
963026,1,4,1,1,0,22,High
926046,7,1,2,2,2,10,High
871587,7,0,2,2,2,7,High
206240,9,4,0,1,2,19,High
596775,3,2,1,0,2,0,High
936380,2,0,0,0,2,7,Medium
294486,1,0,0,2,1,7,Medium
322950,8,4,1,1,1,18,High
330914,0,2,1,1,1,2,Medium
98623,6,1,0,1,2,4,High
385321,4,4,2,0,2,2,High
937458,7,2,0,0,0,14,High
882061,3,0,2,1,1,13,High
927425,6,2,2,1,2,20,High
203675,4,0,1,2,2,14,High
933376,4,4,1,2,2,23,High
757334,8,4,0,1,0,16,High
650235,8,3,2,1,2,17,High
832831,8,3,2,0,0,1,High
672465,5,3,0,1,0,11,High
236454,5,4,0,2,1,15,High
129575,4,1,0,0,2,3,Medium
917336,8,4,1,2,0,24,High
227606,9,2,0,2,2,1,High
992610,7,4,0,0,1,13,High
525815,6,4,2,2,1,10,High
312822,6,0,0,1,0,12,Medium
96218,5,0,2,2,1,24,High
607518,4,0,2,0,1,6,High
790044,3,4,1,0,1,9,High
356199,2,1,0,0,2,23,Medium
469589,2,2,0,2,2,0,High
706840,5,2,2,1,0,20,High
498446,3,1,1,0,0,24,Medium
482052,5,1,1,1,1,3,High
354402,2,2,0,0,1,17,Medium
59986,3,3,2,1,0,5,High
699520,8,0,0,1,1,1,High
367739,4,0,0,1,0,2,Medium
645646,6,2,0,0,2,13,High
492327,9,1,0,2,1,7,High
347073,1,3,2,2,1,15,High
617794,4,2,1,2,1,18,High
54911,8,0,0,1,2,17,Medium
893559,2,4,0,0,2,5,High
445037,8,1,0,1,1,13,High
750399,5,4,0,0,0,2,High
998039,3,2,1,1,2,15,High
919885,6,0,1,0,1,0,High
628746,7,3,1,0,1,11,High
32175,5,4,1,0,2,13,High
925667,4,3,0,1,0,18,High
336915,5,0,2,2,1,21,High
519876,4,4,1,1,0,18,High
933589,7,3,1,1,0,8,High
665588,0,3,0,0,2,6,High
631213,6,4,0,0,1,13,High
788734,9,0,0,2,1,4,High
86358,9,3,0,2,0,17,High
430543,1,2,2,0,2,8,Medium
67057,8,4,2,2,2,20,High
288294,0,1,1,2,2,6,High
810857,9,1,2,0,0,8,High
274726,5,0,1,1,0,3,Medium
298176,8,2,1,2,1,24,High
546486,0,3,2,0,2,16,High
998004,3,1,1,2,0,11,High
728754,3,0,0,2,2,5,High
957583,8,2,1,0,0,17,High
187292,4,2,0,2,1,7,Medium
979378,4,0,2,2,2,20,High
164931,5,0,2,2,0,14,High
463676,0,3,1,1,2,2,High
182491,0,0,0,1,0,1,Low
401009,8,3,1,2,0,23,High
421921,2,3,2,0,0,22,High
980384,3,4,1,2,2,8,High
280910,0,2,1,2,0,7,Medium
43236,8,2,0,1,1,3,Medium
107955,7,2,2,1,2,1,High
760874,1,4,1,1,1,13,High
647433,7,3,0,2,1,1,High
690718,6,3,1,2,2,1,High
250785,5,0,0,0,0,21,Medium
114914,0,4,0,2,1,6,Medium
909302,6,0,1,2,2,11,High
227990,9,4,2,1,0,5,High
398387,6,0,2,1,2,17,High
558884,8,1,0,1,2,3,High
971076,0,2,2,1,2,18,High
676639,1,2,0,1,0,12,Medium
214269,8,3,2,0,1,19,High
917928,8,1,1,0,1,20,High
412417,5,2,2,0,2,22,High
158155,5,3,0,1,2,24,High
140674,3,1,0,1,0,1,Medium
926739,3,2,2,1,2,7,High
801817,4,0,1,0,2,18,High
784757,2,4,0,1,2,8,High
955275,0,1,0,0,1,3,Medium
967479,0,3,0,1,2,15,High
983152,6,1,0,2,1,18,High
276713,0,3,0,0,0,9,Medium
461501,0,1,1,2,0,5,Medium
563351,2,3,2,0,1,15,High
87642,9,2,1,1,1,9,Medium
110093,3,0,1,1,1,12,Medium
527606,3,2,0,2,1,8,High
237215,1,0,1,1,2,6,Medium
975103,0,2,0,0,1,3,Medium
727280,2,2,1,1,1,18,High
703889,3,1,0,1,1,3,High
55954,2,4,0,0,2,18,Medium
47856,7,3,1,2,2,18,High
546861,9,3,1,2,2,11,High
579655,0,3,2,1,0,12,High
515553,1,0,2,0,2,24,Medium
782092,6,3,2,2,1,3,High
906040,3,3,1,2,2,24,High
342918,7,1,1,1,2,9,High
43752,2,2,0,0,1,20,Medium
861461,5,3,2,2,2,6,High
168757,8,4,0,1,0,4,Medium
936714,0,3,0,1,2,16,High
333837,0,0,0,1,0,17,Low
136739,7,0,0,1,0,10,Medium
862393,2,0,2,2,0,14,High
258009,4,3,0,0,1,20,Medium
800316,0,1,1,1,2,21,High
227980,4,4,1,1,0,6,High
276609,5,3,1,2,0,17,High
408822,7,1,2,1,2,24,High
356676,2,1,0,1,1,5,Medium
364138,2,3,2,0,1,17,High
338277,9,3,0,1,0,15,High
538271,8,1,2,2,1,1,High
343412,3,1,2,0,2,18,High
505417,3,1,0,2,1,0,High
451459,6,3,2,0,2,24,High
208456,1,1,0,0,0,10,Low
575941,7,0,1,1,2,19,High
177729,5,3,1,1,0,4,High
977456,2,0,1,1,2,15,High
959684,8,2,2,2,2,22,High
248504,4,3,1,1,1,0,High
666117,7,2,0,1,2,18,High
672665,6,1,1,0,0,13,High
545910,7,1,1,1,2,2,High
593044,6,4,2,1,0,1,High
60809,2,1,0,1,0,23,Medium
561013,1,2,2,1,2,4,High
736756,6,1,2,0,1,16,High
71226,2,3,0,1,2,17,High
519512,2,1,2,0,2,0,High
625470,1,4,0,2,1,14,High
495781,3,1,1,1,0,21,Medium
49402,7,2,0,1,2,8,High
24263,0,2,0,1,1,22,Low
771883,0,1,0,0,1,4,Medium
197900,4,2,2,1,0,12,Medium
592212,4,2,0,1,1,18,High
356326,0,4,0,2,0,23,Medium
244137,5,3,0,0,2,9,High
472268,0,4,1,0,1,19,Medium
949168,4,0,0,2,2,24,High
317881,8,4,2,0,1,20,High
383476,4,1,0,1,1,13,Medium
371707,5,3,0,1,2,21,High
704733,7,1,1,2,1,20,High
530585,0,0,0,0,2,11,Medium
711757,1,3,2,0,2,10,High
410719,8,2,0,0,0,22,Medium
499361,2,4,2,2,2,6,High
121371,5,1,1,1,0,16,Medium
582997,4,0,0,2,2,17,High
212192,1,2,1,1,1,6,Medium
170322,6,4,0,2,2,23,High
41172,3,2,2,1,1,19,Medium
555843,0,4,1,0,0,5,Medium
597564,3,3,0,0,1,10,High
601780,5,2,2,0,2,11,High
728362,6,2,1,2,1,15,High
533319,6,2,0,2,0,18,High
800298,6,3,1,2,1,22,High
896031,2,0,0,0,1,18,Medium
242320,5,4,2,1,2,10,High
437978,7,2,2,0,2,15,High
31046,3,3,1,0,1,22,Medium
248071,7,0,1,1,0,11,Medium
398165,1,4,0,1,1,7,Medium
966273,9,3,2,1,0,2,High
728662,8,4,0,1,0,1,High
436366,8,2,2,0,0,5,High
286997,7,0,1,2,1,15,High
665188,9,3,0,0,0,19,High
502615,9,0,0,1,1,23,High
435008,0,2,2,2,0,14,High
603417,1,0,2,2,0,13,High
781379,5,0,2,0,1,1,High
225550,9,1,1,0,2,19,High
264883,4,0,0,0,2,17,Medium
658418,8,4,2,2,1,13,High
480514,4,3,1,2,1,17,High
969491,1,1,2,2,2,1,High
691210,9,3,0,1,2,0,High
949616,3,3,2,1,2,19,High
141789,8,2,0,0,1,1,Medium
699418,0,2,1,2,0,8,High
720780,0,1,1,0,1,8,Medium
583178,6,2,2,2,2,15,High
86017,2,2,0,0,0,10,Low
198376,9,2,0,1,1,22,Medium
708281,1,3,0,2,2,5,High
519137,8,1,2,1,1,11,High
676884,2,3,0,2,0,2,High
644712,1,4,0,0,2,11,High
821480,7,3,0,2,1,22,High
972615,9,4,0,1,0,0,High
713264,5,0,2,2,0,8,High
861344,5,0,2,0,1,19,High
578296,9,4,0,2,0,21,High
413276,6,4,0,1,2,5,High
750026,6,3,1,0,0,10,High
627847,5,4,1,1,1,2,High
75337,3,1,0,2,2,3,High
917048,8,0,0,1,0,9,High
295494,5,0,1,2,0,18,High
44354,3,4,1,0,2,5,Medium
65186,2,2,0,1,2,0,High
572433,3,2,2,1,0,7,High
447236,2,4,2,2,2,7,High
630411,1,1,0,1,1,24,Medium
519883,4,2,0,1,0,5,High
750546,1,4,1,0,1,16,Medium
760829,5,1,1,2,0,18,High
564869,2,1,2,2,1,0,High
633217,5,3,0,0,1,14,High
305195,9,1,1,0,2,12,High
595762,8,2,2,2,0,20,High
636036,0,2,2,0,2,2,High
145995,5,4,2,0,2,1,High
265690,8,4,1,0,0,2,High
351770,3,1,1,2,1,8,High
813392,1,0,0,0,0,15,Low
448988,3,3,0,1,0,23,High
959024,0,0,2,1,0,12,Medium
200553,2,1,2,2,2,18,High
580696,9,1,1,0,0,17,High
900438,8,0,1,1,0,20,High
279568,9,3,0,2,0,11,High
339278,4,0,0,1,1,11,Medium
171563,5,4,0,0,1,0,High
676701,2,2,1,2,1,19,High
719983,4,4,2,1,1,7,High
634615,7,2,0,2,2,16,High
413554,5,1,0,1,2,20,High
222503,3,3,1,1,0,19,High
163326,1,0,0,0,2,21,Low
727220,8,3,2,0,1,6,High
31344,0,0,1,1,0,8,Low
414966,0,4,0,2,0,16,Medium
992260,3,4,0,2,1,9,High
612245,6,0,1,0,1,3,High
125423,0,3,1,1,1,21,Medium
340197,8,0,0,0,2,6,Medium
484071,3,1,2,1,0,6,High
691256,2,4,1,1,1,7,High
206833,0,1,2,0,0,23,Medium
737912,9,4,0,2,0,23,High
795435,3,4,2,0,2,7,High
97454,8,2,0,1,0,15,Medium
277594,9,1,0,0,1,11,Medium
531897,5,1,0,2,1,14,High
372744,5,2,0,2,0,7,High
929164,0,3,2,1,0,21,High
536142,9,1,0,0,2,8,High
965439,1,0,0,2,1,2,Medium
57641,5,2,2,0,1,21,Medium
573999,1,1,1,2,0,20,High
876774,2,3,2,1,0,15,High
389040,3,1,2,1,0,14,High
687542,4,4,2,0,1,23,High
632121,8,0,0,1,0,3,High
338420,3,2,0,2,2,19,High
301685,8,4,0,1,2,15,High
900889,9,3,1,2,0,9,High
495526,2,4,0,2,2,10,High
64813,7,4,1,1,2,4,High
712558,0,3,0,2,2,10,High
684180,8,4,2,2,2,12,High
306214,8,2,0,0,2,14,High
948626,9,1,1,0,1,5,High
362703,1,4,1,0,0,15,Medium
224615,3,2,0,1,2,14,High
496657,7,1,2,0,0,10,High
586074,6,1,0,2,2,19,High
770294,0,4,0,1,1,1,High
775164,4,2,0,1,1,1,High
419953,6,4,2,1,2,11,High
842494,3,3,1,1,2,15,High
991741,0,1,2,2,2,18,High
858003,8,4,1,2,1,1,High
307654,4,1,1,0,1,16,Medium
301570,1,2,1,1,0,13,Medium
57265,7,0,2,0,1,23,Medium
955354,1,4,0,2,2,15,High
269321,2,4,0,1,0,4,High
86150,9,1,0,2,1,9,High
631600,0,2,0,0,1,16,Medium
109613,1,3,0,2,2,12,Medium
357054,6,2,2,1,0,15,High
858807,9,4,2,1,1,8,High
141826,1,3,2,0,1,23,Medium
579723,5,2,2,1,2,3,High
902875,2,0,2,2,0,23,High
470348,3,1,2,2,0,15,High
230017,7,2,2,2,0,22,High
154055,2,2,0,2,0,10,Medium
510457,9,0,1,0,2,6,High
696022,5,4,2,2,1,16,High
829942,0,1,1,0,1,21,Medium
753547,6,2,2,2,0,12,High
716358,7,3,2,0,0,3,High
470062,7,2,0,2,0,13,High
114071,2,1,1,2,1,9,Medium
813072,9,2,0,0,1,9,High
326691,0,0,0,1,0,9,Low
861052,8,2,1,1,2,11,High
166389,5,2,0,1,1,1,High
659896,8,3,2,0,1,22,High
289708,6,0,2,1,0,8,High
702705,0,0,2,1,2,4,High
658112,0,2,2,0,0,7,Medium
274444,5,3,2,1,0,20,High
623561,4,2,0,1,2,13,High
881291,8,2,0,1,2,6,High
231837,1,1,2,0,2,6,Medium
130017,7,1,2,0,1,8,Medium
143618,4,3,0,1,0,2,Medium
989897,1,4,1,1,1,13,High
479297,9,1,0,0,2,16,High
145341,5,4,0,1,1,17,High
835862,9,0,0,0,2,11,High
750892,7,1,0,1,2,21,High
572076,3,1,0,0,0,13,Medium
770865,1,3,1,2,0,12,High
461759,4,4,2,2,0,13,High
951423,1,1,2,0,1,8,Medium
875778,1,1,1,2,0,18,High
902554,5,3,2,1,2,1,High
584262,9,3,2,0,0,10,High
913741,8,4,2,0,1,16,High
560659,3,0,1,1,0,1,High
851516,5,0,1,1,0,18,High
442845,6,2,2,0,0,6,High
726544,5,1,2,1,1,17,High
344060,7,4,2,0,2,12,High
618260,3,1,0,1,2,4,High
213259,0,4,0,0,2,17,Medium
295128,6,4,0,1,0,22,High
839471,2,4,1,1,0,23,High
629719,5,1,2,2,1,23,High
890123,1,3,1,2,2,15,High
865038,8,1,1,2,0,14,High
423832,0,4,1,1,0,7,Medium
909097,5,2,2,0,0,14,High
649661,5,0,0,1,1,24,High
201144,4,4,2,2,2,0,High
831006,4,2,2,1,1,16,High
940934,0,3,1,2,2,14,High
270195,9,4,1,2,2,13,High
163748,4,2,1,0,0,13,Medium
424032,1,4,0,0,0,9,Medium
52733,6,1,0,2,0,1,High
761040,2,2,0,2,0,5,High
546338,3,1,2,1,0,16,High
129996,2,1,1,2,2,4,High
578221,2,2,2,1,0,4,High
569239,3,0,0,2,0,14,High
576701,4,2,1,0,1,14,High
185873,0,0,0,0,1,19,Low
730979,3,4,1,2,2,10,High
970417,7,4,1,1,2,4,High
919005,9,2,2,1,1,0,High
453816,6,4,2,1,1,10,High
733135,8,3,0,2,0,10,High
241888,4,1,2,2,0,5,High
805332,9,1,2,0,2,22,High
765453,3,0,2,0,1,7,High
787950,7,4,1,2,2,1,High
186472,8,0,2,0,0,14,Medium
417710,6,1,0,1,2,22,High
231760,6,1,1,1,2,21,High
142744,4,4,1,2,2,8,High
895863,3,3,2,1,0,14,High
750051,9,3,1,2,2,7,High
521946,0,4,0,1,0,15,Medium
63001,9,4,0,2,1,13,High
611652,9,0,1,1,2,14,High
931420,6,4,2,1,2,19,High
851460,0,3,2,0,0,12,High
258506,0,4,1,0,2,8,Medium
773019,4,0,0,0,0,0,Medium
450789,8,0,1,0,2,5,High
676166,5,0,2,0,1,7,High
930775,2,0,2,0,1,19,High
731998,2,2,1,2,1,17,High
672589,6,4,0,2,2,17,High
932727,5,1,1,0,2,16,High
519722,8,4,0,2,1,20,High
705117,5,2,0,0,1,15,High
578924,4,0,1,2,0,12,High
755457,9,2,1,1,0,21,High
199352,6,3,0,2,1,3,High
830694,0,3,0,2,1,3,High
886867,6,4,0,2,2,20,High
213283,2,4,0,1,1,13,High
992346,8,1,2,0,0,4,High
935015,5,1,1,2,0,15,High
470195,8,3,0,2,0,13,High
789884,4,0,1,1,0,13,Medium
451413,6,2,0,0,0,13,Medium
323988,3,1,1,2,0,24,High
346898,6,1,1,1,1,23,High
971661,0,0,0,0,0,24,Low
883561,6,0,0,0,0,13,Medium
322186,7,4,1,2,0,18,High
81665,4,2,1,2,0,2,Medium
266584,1,0,1,2,1,16,Medium
136953,4,1,2,2,2,13,High
496072,5,1,0,1,2,9,High
702736,1,3,2,1,2,12,High
206626,5,0,2,2,2,21,High
165271,5,4,0,0,0,3,Medium
138533,0,2,0,2,2,10,Medium
988452,0,4,2,0,2,14,High
618069,9,1,0,0,1,14,High
485966,2,4,1,0,1,23,High
86262,9,1,1,1,1,1,High
853032,9,1,2,0,0,10,High
96898,2,1,2,0,0,1,Medium
475699,3,1,0,1,0,22,Medium
169369,1,1,0,0,1,4,Low
574736,8,3,2,0,2,12,High
308316,9,4,2,2,1,0,High
980378,6,3,1,0,0,6,High
27657,6,3,1,0,1,6,Medium
497602,5,0,0,0,2,9,Medium
800977,2,0,1,0,0,5,Medium
962929,5,0,0,0,2,19,High
964189,7,2,0,1,2,11,High
394999,7,0,0,0,0,12,Medium
962082,8,4,1,0,2,23,High
704191,0,3,2,1,1,10,High
27906,0,4,2,1,2,17,High
343557,2,0,1,0,2,1,High
598316,2,2,2,0,2,15,High
813719,9,2,0,0,1,1,High
315804,7,3,2,2,2,18,High
488974,9,4,1,2,2,5,High
866936,0,1,2,0,1,0,High
735080,1,4,0,1,0,10,Medium
647267,1,0,0,0,0,17,Low
54701,2,1,1,1,0,9,Medium
103300,5,2,1,1,2,17,High
785537,0,3,1,1,0,0,High
693034,1,3,0,0,1,18,Medium
103560,0,2,2,0,2,15,Medium
262615,4,0,2,1,2,6,High
961378,6,2,1,2,2,14,High
63642,7,0,2,2,0,0,High
537083,9,1,2,2,0,22,High
511036,0,2,1,1,0,20,Medium
347304,6,0,1,0,2,8,High
824034,4,1,0,1,1,1,High
385464,9,2,0,2,2,16,High
633089,0,3,0,0,1,24,Medium
308075,2,2,0,1,2,23,High
114377,6,4,2,1,1,9,High
835624,9,2,2,2,2,5,High
852974,0,4,0,1,2,4,High
933447,6,1,0,0,1,7,High
848952,4,2,1,2,1,7,High
346916,0,1,2,2,1,4,High
471978,0,1,2,0,1,11,Medium
332250,0,0,0,2,1,6,Medium
625409,8,1,2,1,1,12,High
45559,2,1,1,1,1,12,Medium
912027,4,2,1,2,1,16,High
578030,9,2,2,0,2,3,High
876101,8,3,0,1,1,17,High
697114,5,0,2,0,1,9,High
155044,8,1,1,1,2,2,High
877263,7,0,0,1,2,11,High
132217,7,4,2,2,0,0,High
586161,0,1,0,2,0,10,Medium
912964,8,0,0,0,1,17,Medium
932699,5,3,1,2,1,12,High
423119,8,3,0,1,0,16,High
678380,2,1,2,1,0,7,High
848187,2,4,0,0,1,19,High
892388,5,3,0,0,0,18,High
106988,8,3,2,1,1,16,High
589936,6,4,1,2,2,1,High
145991,2,0,1,2,2,2,Medium
422732,2,3,2,0,0,2,High
526079,1,2,2,0,2,5,High
921437,8,3,1,1,2,9,High
546684,2,0,0,1,2,23,High
104082,4,0,2,0,2,21,Medium
956633,8,1,0,1,1,17,High
148322,7,2,2,0,1,17,Medium
676951,1,0,1,0,0,13,Medium
31303,2,4,0,2,2,15,High
181633,1,2,0,0,2,6,Low
353863,7,2,2,1,2,0,High
269690,5,4,0,2,0,16,High
804108,5,3,2,2,1,22,High
119616,8,4,1,1,2,24,High
930597,7,4,0,1,1,4,High
106231,3,3,2,1,0,0,High
289458,3,3,0,0,1,20,Medium
39623,8,3,2,2,2,16,High
743035,0,3,2,0,1,9,High
510042,1,3,2,0,1,11,High
478298,1,4,1,0,0,24,Medium
496840,5,1,0,0,0,19,Medium
125228,3,1,1,2,0,24,Medium
446346,9,0,2,2,0,1,High
727116,2,1,2,0,1,22,High
904056,2,1,1,1,1,15,High
701652,2,4,1,2,0,14,High
918217,5,3,0,0,0,12,High
540547,7,3,2,1,2,17,High
892638,6,4,1,1,2,19,High
89274,3,1,2,0,0,21,Medium
153541,3,4,2,2,1,13,High
73947,9,0,0,1,0,17,Medium
697894,1,3,0,2,1,1,High
214692,0,2,0,2,1,1,High
68874,8,0,1,1,2,2,Medium
593996,1,0,2,0,0,4,Medium
94553,7,4,1,1,0,24,High
612632,8,1,1,1,1,15,High
855570,3,3,0,2,0,21,High
729662,7,2,2,0,2,14,High
591926,8,0,2,2,2,11,High
98249,9,2,0,1,0,8,Medium
912297,9,1,2,0,0,13,High
547007,4,1,0,0,2,20,High
698250,6,2,1,0,0,15,High
490452,9,3,1,0,1,10,High
449725,3,1,0,0,0,5,Medium
62534,0,2,1,1,1,9,Medium
515518,2,0,1,1,0,7,Medium
636529,4,2,0,1,0,15,High
432003,2,2,1,2,2,2,High
146209,6,4,2,0,1,1,High
462061,8,1,1,0,2,15,High
209004,5,3,0,1,0,18,High
636412,9,3,2,0,2,8,High
635947,0,4,2,2,0,15,High
184134,6,3,1,0,0,21,Medium
95713,2,2,2,0,0,3,Medium
762623,4,4,0,2,1,9,High
508972,9,0,2,1,1,18,High
997965,3,1,1,1,1,12,High
95418,9,1,1,0,2,17,Medium
148232,4,1,2,2,0,14,High
972336,4,2,0,1,2,3,High
540551,5,0,0,1,2,8,High
183038,9,4,1,1,0,3,High
950491,9,4,1,0,2,15,High
188383,5,1,0,2,0,20,Medium
838007,7,0,2,0,0,14,High
345996,7,0,2,1,0,23,High
278722,8,0,2,2,0,1,High
152079,7,3,2,0,2,13,High
222053,1,3,0,1,2,2,High
620530,9,1,1,1,2,21,High
198589,0,0,1,0,1,22,Low
523238,9,0,2,1,2,3,High
49257,1,4,0,1,2,0,Medium
500488,1,4,0,2,1,22,High
455423,2,1,2,1,0,8,High
164353,9,0,2,0,0,16,Medium
343390,6,1,2,2,0,13,High
283579,1,4,1,0,1,16,Medium
249947,0,4,2,1,2,0,High
251758,5,3,1,2,2,9,High
635645,8,1,0,2,2,22,High
177732,2,1,0,2,2,15,High
942588,5,0,1,2,1,24,High
951011,2,0,1,0,2,18,High
747955,0,3,1,1,0,23,High
628095,4,2,1,1,1,24,High
458755,9,2,2,2,1,2,High
922385,3,2,0,1,0,11,High
158563,6,1,2,0,0,2,Medium
803066,5,1,1,1,2,14,High
526047,9,4,2,0,0,16,High
725552,6,1,2,0,1,17,High
930229,4,1,0,1,1,6,High
346032,3,1,2,0,1,18,High
617897,6,3,0,0,2,6,High
815509,6,1,1,0,2,4,High
792800,5,0,2,0,0,7,High
273973,7,0,1,2,2,20,High
303097,3,4,0,1,2,15,High
396826,9,3,1,2,1,15,High
534257,4,0,1,0,1,18,Medium
874321,3,3,0,1,0,24,High
699181,0,3,1,0,1,14,Medium
450783,7,4,1,1,2,6,High
135374,0,3,1,2,0,4,Medium
569148,4,1,2,1,0,22,High
696555,5,3,1,0,1,10,High
621763,5,4,0,1,1,9,High
504090,4,4,2,1,1,24,High
893698,2,4,2,2,0,20,High
696787,4,0,0,0,1,22,Medium
907164,7,1,1,1,2,8,High
309227,1,0,2,2,0,0,High
762406,5,2,2,1,1,19,High
863804,8,1,2,0,2,0,High
668074,7,3,1,1,2,7,High
981568,7,4,2,1,1,2,High
552101,7,2,0,1,2,1,High
51598,6,1,1,1,0,3,Medium
525934,7,0,0,0,0,18,Medium
802239,5,4,0,2,2,10,High
637394,1,0,2,2,0,4,High
309226,1,1,2,1,1,23,Medium
835673,7,1,2,0,2,9,High
247286,0,2,0,0,0,23,Low
457785,5,3,1,0,1,22,High
31745,5,0,2,0,1,7,Medium
832461,3,2,2,0,0,12,High
164097,9,4,0,0,2,4,High
252732,2,3,1,1,1,11,High
929827,2,2,0,2,1,12,High
689648,0,0,2,2,1,21,High
633474,2,1,0,1,1,7,High
944044,3,4,2,2,2,14,High
904200,4,0,1,0,0,12,Medium
233030,2,3,0,0,0,0,High
744238,5,3,2,2,0,21,High
586134,4,1,2,0,1,5,High
358076,2,1,2,0,2,10,High
168554,5,4,2,2,0,12,High
305555,5,4,0,1,2,20,High
464191,7,1,2,2,0,19,High
473761,1,1,0,2,1,0,High
525518,0,3,2,2,0,10,High
360941,3,1,0,2,1,10,High
334451,6,2,0,1,1,7,High
940597,9,0,2,1,0,21,High
304186,2,1,2,0,2,2,High
597218,2,4,2,0,1,18,High
792944,4,2,2,2,2,11,High
457629,4,4,1,0,0,5,Medium
788747,9,2,2,1,1,22,High
244695,2,1,2,0,2,7,High
904315,8,0,2,0,1,4,High
315900,3,4,0,0,0,9,Medium
73268,2,2,2,2,1,21,High
452430,1,3,0,0,0,15,Medium
232943,9,1,0,1,2,11,High
803204,8,0,0,1,1,16,High
441818,3,1,0,1,2,5,High
728691,2,3,1,1,0,8,High
593189,6,0,2,0,0,9,High
382130,7,3,0,2,2,19,High
214488,1,1,2,1,2,13,High
707556,6,2,0,1,0,13,High
410530,4,1,1,2,2,16,High
812058,4,1,0,2,0,24,High
682784,2,1,2,1,2,15,High
819289,4,4,2,1,0,3,High
261531,1,3,1,2,0,1,High
266693,3,3,2,1,1,15,High
957486,5,3,2,1,0,0,High
939484,0,4,0,0,0,2,Medium
723650,9,2,2,2,1,22,High
570719,3,1,0,0,1,10,Medium
891408,5,2,1,0,2,15,High
258360,8,4,2,2,2,17,High
364855,1,3,0,0,0,14,Medium
527403,6,1,2,1,2,8,High
46385,5,0,0,0,2,11,Medium
451374,1,0,1,2,0,17,Medium
436235,7,2,0,1,1,4,High
300783,6,3,2,1,1,23,High
105530,4,0,0,1,0,7,Low
775271,4,2,2,1,0,2,High
303707,6,4,1,0,0,1,High
976845,8,2,0,0,0,24,High
397816,8,2,2,1,0,18,High
943280,8,2,2,2,0,7,High
449660,5,1,2,1,2,1,High
421927,9,2,0,0,2,18,High
749678,5,2,0,1,2,0,High
365114,2,1,0,0,1,21,Medium
263373,0,1,1,1,0,12,Medium
367697,6,4,2,2,0,22,High
181779,3,3,2,1,2,19,High
190182,0,0,1,2,1,16,Medium
737148,7,0,1,2,2,2,High
627167,5,2,0,1,0,8,High
976331,5,4,0,2,0,4,High
258260,1,2,0,2,2,5,High
943159,0,0,0,0,2,3,Medium
851291,1,1,0,0,0,16,Medium
991129,3,3,0,2,2,20,High
858530,1,4,1,1,0,20,High
690611,0,1,1,2,2,20,High
666701,6,3,1,1,1,15,High
806958,7,4,2,0,0,15,High
350904,5,4,2,1,1,21,High
67837,3,0,0,2,2,10,Medium
538349,5,1,1,2,1,1,High
804838,2,4,2,2,2,16,High
817968,7,4,2,2,1,14,High
572829,9,3,1,2,1,17,High
99083,1,0,2,1,1,9,Medium
988531,4,2,2,2,0,5,High
578819,0,0,1,0,1,20,Medium
290856,5,2,2,2,2,15,High
386245,1,1,1,1,2,4,Medium
871887,3,1,2,2,0,11,High
619032,5,4,1,2,0,5,High
797147,9,1,2,1,2,13,High
674037,7,4,2,2,1,22,High
811541,7,0,1,1,2,15,High
855700,5,1,2,2,0,24,High
776097,3,0,1,0,0,6,Medium
861047,7,0,1,2,2,1,High
626791,7,1,2,1,1,5,High
274346,9,0,0,0,1,8,Medium
967263,0,1,2,1,0,6,High
629996,3,1,0,2,2,1,High
735472,3,1,0,0,2,18,High
646759,6,2,2,1,0,7,High
798513,6,0,0,0,2,10,High
177661,7,3,1,0,0,24,Medium
705375,4,1,1,1,1,3,High
180081,6,0,0,0,1,15,Medium
889741,7,4,1,1,2,24,High
408590,8,1,2,0,1,17,High
737406,2,1,1,0,1,12,High
913093,2,3,0,0,0,4,High
701503,3,2,2,2,0,1,High
26154,4,2,1,2,2,10,High
697164,9,1,2,1,0,0,High
979192,0,0,0,0,2,12,Medium
84288,6,4,1,1,2,4,High
71195,8,4,2,2,0,17,High
302725,7,0,2,2,1,13,High
465864,4,1,1,2,1,12,High
312231,3,4,2,2,1,6,High
725290,6,2,2,1,1,7,High
184053,4,0,0,0,2,17,Medium
613586,6,3,0,1,1,6,High
852599,0,1,0,0,2,19,Medium
750664,0,0,0,2,0,16,Medium
456624,9,4,0,0,0,15,High
59499,2,1,0,2,2,10,High
407960,1,2,1,1,1,18,Medium
