claim_amount,previous_claims,rejected_claims,claim_frequency,evidence_status,document_consistency,claim_after_policy,risk
794597,3,4,1,2,1,1,High
60023,0,1,0,0,2,12,Low
701064,3,1,1,1,2,9,High
564999,5,1,0,0,1,20,High
63779,1,2,0,1,0,14,Low
246938,0,0,0,0,0,5,Low
92723,2,1,0,0,0,13,Low
707397,8,1,2,2,0,14,High
484787,9,0,0,0,1,8,Medium
118453,3,0,1,0,0,4,Low
402617,0,0,0,1,0,8,Low
451238,9,0,1,2,2,1,High
31780,1,2,0,0,2,15,Low
447009,9,1,1,1,0,14,High
142865,1,1,0,1,1,16,Low
969370,4,1,0,1,0,10,High
37184,8,4,1,0,2,23,High
826578,8,2,1,1,2,24,High
709126,9,2,1,1,0,23,High
85149,1,4,2,2,1,10,High
559123,6,2,2,0,1,23,High
793441,5,4,0,2,0,1,High
327200,9,1,2,1,1,9,High
135742,0,1,0,1,1,15,Low
110868,3,0,0,0,0,15,Low
231134,0,0,0,0,0,10,Low
95012,3,3,1,1,1,7,Medium
50401,1,1,0,1,1,14,Low
33144,0,0,1,1,0,23,Low
187556,4,0,2,1,0,22,Medium
169944,2,1,0,0,0,24,Low
511008,0,0,1,1,0,2,Medium
334401,3,0,1,0,2,16,Medium
58575,5,1,2,2,1,0,High
297876,0,0,0,1,0,22,Low
801268,0,0,2,0,1,6,Medium
197734,0,0,2,1,0,14,Low
101127,6,2,0,2,0,14,Medium
519555,4,4,0,0,2,18,High
151896,1,2,0,0,1,20,Low
631882,1,0,0,1,1,21,Medium
367694,1,0,1,1,0,12,Medium
130017,3,1,1,2,1,0,High
148219,4,1,0,1,2,19,Medium
601042,1,4,2,0,1,20,High
138026,1,0,0,0,2,21,Low
812064,8,2,2,2,1,3,High
37955,3,0,1,0,1,21,Low
84840,0,0,1,1,0,17,Low
365173,2,0,0,2,1,13,Medium
185924,1,0,2,2,1,13,Medium
824099,0,3,0,1,0,18,Medium
723481,9,0,0,0,1,22,Medium
231655,1,0,2,1,0,4,Medium
62331,4,2,0,0,0,23,Low
63923,0,4,0,0,1,16,Low
519936,0,0,1,0,0,10,Medium
85553,2,0,0,1,1,7,Medium
217097,1,2,0,0,1,1,Medium
672667,0,3,0,2,1,5,High
623672,0,2,0,1,2,1,High
156255,4,0,0,0,0,13,Low
158917,4,1,0,1,1,23,Medium
176454,1,0,1,2,2,16,Medium
64898,0,4,1,0,0,2,Low
105407,2,0,0,0,0,9,Low
132203,0,1,1,0,0,7,Low
499106,0,0,0,0,1,12,Low
87412,0,0,1,2,0,0,Medium
843418,4,4,2,1,2,1,High
99795,1,0,1,0,1,20,Low
124447,2,2,0,0,2,11,Medium
76396,1,0,1,0,2,13,Low
173552,1,1,2,0,0,10,Low
126818,0,4,0,2,0,15,Medium
34833,4,1,0,0,0,18,Low
522477,3,4,0,0,0,16,High
288159,1,0,1,0,1,19,Low
633280,8,2,1,0,1,20,High
196010,0,4,1,0,0,17,Low
99874,0,1,1,1,0,18,Low
141778,1,3,0,0,0,18,Low
79722,5,4,0,1,2,15,High
936714,6,0,0,0,1,24,Medium
226271,1,1,2,1,1,12,Medium
685582,3,3,2,2,1,24,High
118226,1,1,0,1,0,9,Low
107453,3,2,1,2,0,3,Medium
811606,1,3,2,1,0,7,High
322935,0,1,0,2,0,6,Medium
338166,0,3,1,2,1,5,High
168866,9,0,2,0,0,22,Medium
969200,4,4,0,0,2,3,High
869649,7,0,0,0,0,19,Medium
439876,8,0,2,0,2,5,High
137798,2,1,1,0,1,19,Medium
52293,1,0,0,2,0,6,Low
169519,6,3,1,0,1,12,Medium
652737,1,0,0,0,2,4,Medium
784931,0,4,0,1,0,9,Medium
950822,6,4,2,0,0,4,High
685364,3,2,0,1,2,21,High
49048,5,4,1,0,0,23,Medium
173499,3,0,0,0,1,1,Medium
697236,0,2,0,1,0,18,Medium
52205,1,1,1,0,0,12,Low
37619,1,0,1,1,0,21,Low
770374,0,0,1,0,0,15,Medium
314212,9,0,0,1,0,2,Medium
449313,4,4,2,2,1,13,High
977755,6,4,1,0,1,2,High
49598,8,1,1,0,2,21,Medium
810562,5,4,2,0,2,22,High
393140,6,1,0,0,0,19,Medium
435336,7,0,1,2,2,12,High
136042,0,3,0,0,1,6,Low
75162,0,2,2,1,0,15,Medium
927571,1,4,1,1,1,24,High
312138,1,2,0,0,0,13,Low
432774,6,2,2,0,1,18,High
92191,0,2,0,0,2,8,Low
333494,1,2,0,0,0,23,Low
465919,0,0,1,1,2,1,Medium
879444,5,0,0,1,1,8,High
115864,0,1,0,0,1,10,Low
170025,1,1,0,0,1,18,Low
115896,4,1,1,0,1,12,Medium
154882,9,1,0,1,0,0,Medium
356851,6,2,2,2,0,5,High
841571,5,3,0,0,0,13,High
645671,6,3,1,1,0,8,High
777653,3,0,0,1,1,10,Medium
589396,8,4,2,1,1,0,High
828902,3,0,0,1,0,5,Medium
999715,5,3,2,0,1,7,High
247593,6,0,2,2,2,20,High
451771,5,1,0,1,0,18,High
75061,9,0,0,0,2,8,Medium
112019,1,1,0,0,0,0,Low
41650,0,2,0,1,1,22,Low
58411,0,0,0,1,2,19,Low
194279,0,1,2,2,0,24,Medium
852307,3,1,1,2,1,0,High
179423,3,1,2,2,0,3,High
775083,1,3,2,1,0,4,High
100416,1,1,2,0,0,9,Low
732506,3,1,1,1,0,24,High
85580,4,0,2,1,2,17,Medium
105903,9,2,2,2,1,20,High
261209,3,0,1,0,1,16,Medium
675682,4,1,2,0,2,12,High
102102,4,3,1,0,1,5,Medium
449857,0,0,1,2,1,14,Medium
748571,5,0,0,2,1,2,High
68287,5,4,2,2,0,13,High
928910,9,3,0,1,2,18,High
719871,7,0,1,2,0,7,High
781848,4,1,2,1,2,21,High
45162,0,0,0,1,0,2,Low
141449,1,1,0,1,1,19,Low
219395,0,0,0,2,0,8,Medium
24321,0,2,2,2,2,13,High
601793,2,0,0,0,2,10,Medium
162841,1,0,2,0,1,14,Low
52492,0,3,1,1,2,18,Medium
851143,1,4,0,1,1,23,High
20770,2,2,0,0,0,9,Low
797867,0,0,0,0,0,13,Low
311663,8,3,2,0,0,5,High
246560,0,3,0,2,0,2,Medium
661349,0,3,2,1,0,13,High
715215,4,0,0,1,0,16,Medium
148322,6,4,1,0,2,2,High
543869,8,3,1,0,1,21,High
129240,0,2,1,0,0,5,Low
908627,6,1,0,2,2,10,High
869471,5,3,2,2,0,22,High
70711,3,1,0,1,0,6,Medium
57426,3,3,0,1,1,15,Medium
498187,0,2,0,0,0,10,Low
143927,1,0,2,1,0,3,Low
91678,0,0,0,2,2,8,Medium
795842,7,0,1,0,0,12,Medium
694964,0,2,2,2,0,16,High
774483,1,3,1,2,2,20,High
827403,1,2,1,1,0,3,Medium
601431,1,4,1,2,0,19,High
611460,7,3,2,1,0,22,High
468052,0,0,0,0,1,4,Low
831450,0,2,0,2,0,3,Medium
205151,2,0,2,2,1,14,High
93736,1,2,1,0,0,17,Low
524999,0,1,1,0,0,13,Medium
123841,2,0,1,1,0,3,Medium
444924,1,0,1,0,0,20,Low
51957,1,0,0,0,1,11,Low
226981,8,0,2,2,2,4,High
516407,4,4,2,2,0,6,High
151250,0,4,1,2,0,11,Medium
160707,1,4,0,0,0,22,Low
74827,3,2,0,0,0,9,Low
648420,9,0,2,1,2,20,High
40874,9,0,2,0,2,15,Medium
87411,4,0,1,0,1,20,Low
171786,6,1,2,2,0,2,High
614372,1,0,0,2,1,8,Medium
159911,4,2,1,0,1,5,Medium
535717,0,0,0,0,0,17,Low
220981,7,4,0,2,2,11,High
134952,0,0,1,2,0,24,Low
540069,0,4,1,0,1,11,Medium
23543,0,3,0,2,1,22,Medium
191627,5,0,2,1,0,16,Medium
45993,1,1,1,0,1,7,Low
83818,6,0,0,1,2,17,Medium
401495,6,4,2,0,2,14,High
128553,2,1,0,2,1,6,Medium
58712,0,0,0,2,0,11,Low
40836,3,4,0,0,2,18,Medium
223125,0,0,2,2,2,2,High
527826,4,1,0,1,1,8,High
326524,1,2,0,1,0,8,Medium
39126,7,3,0,2,2,14,High
152412,1,4,1,0,0,1,Medium
41360,0,2,1,0,0,6,Low
81715,4,2,0,1,1,1,Medium
44238,1,0,1,0,1,22,Low
100586,3,0,1,0,1,3,Low
671459,6,2,2,0,2,20,High
473783,2,4,2,0,1,3,High
217830,0,2,0,0,0,8,Low
265912,3,0,2,0,0,9,Medium
904156,0,0,0,0,1,0,Medium
690394,0,3,1,1,2,22,High
29765,8,1,1,0,1,7,Medium
971533,1,3,1,0,1,14,Medium
140519,0,1,1,1,0,10,Low
436918,0,1,0,0,0,2,Low
143675,1,0,0,0,2,15,Low
854363,3,1,2,1,0,19,High
174223,9,0,0,1,2,24,Medium
110461,0,1,2,1,0,10,Medium
82583,0,0,1,2,0,6,Low
185002,0,1,0,0,0,3,Low
900883,9,1,0,2,1,13,High
444452,0,1,1,1,0,2,Medium
97156,2,0,0,0,1,13,Low
39589,1,0,1,1,1,15,Low
589855,0,3,0,1,0,20,Medium
556196,6,4,1,2,0,9,High
461588,1,2,0,0,0,16,Low
213226,0,1,1,0,0,1,Medium
365328,1,1,0,1,2,4,Medium
448165,5,4,2,2,1,3,High
891610,2,2,2,1,0,7,High
140306,2,0,0,0,2,10,Medium
185094,0,2,0,0,1,0,Low
332067,3,0,1,2,1,18,High
436718,0,2,2,0,2,16,Medium
116485,0,0,1,2,0,21,Low
872997,0,0,1,2,1,1,High
655152,1,0,1,0,1,17,Medium
100195,8,1,2,2,2,8,High
547754,8,3,1,1,0,5,High
189319,4,2,2,1,2,4,High
211812,3,0,2,2,1,11,High
688516,7,2,2,2,2,14,High
932960,0,0,1,2,1,4,Medium
676341,3,3,0,1,0,16,High
41102,0,0,0,1,0,3,Low
918436,9,0,2,1,1,23,High
161439,0,4,2,0,2,20,Medium
143441,2,0,1,0,0,10,Low
292635,3,4,0,0,0,11,Medium
567200,8,4,2,0,2,7,High
933429,1,4,2,2,0,6,High
71527,0,1,0,1,0,13,Low
154178,0,2,2,0,0,12,Low
343970,0,2,1,2,2,9,High
473028,2,0,0,2,1,14,Medium
133744,3,4,1,2,2,9,High
132701,4,0,0,0,1,3,Low
553014,0,1,2,0,1,15,Medium
71576,6,2,2,0,1,17,Medium
712670,0,2,2,1,0,3,High
731823,4,0,0,0,2,5,Medium
187086,0,2,0,1,0,19,Low
754326,8,1,2,1,0,9,High
43936,0,0,0,0,1,23,Low
175821,1,2,0,0,0,19,Low
94991,1,1,0,0,2,24,Low
192522,3,0,1,0,0,13,Low
57126,6,0,0,0,0,19,Low
197171,3,0,0,1,0,23,Low
688406,0,0,0,0,0,11,Low
115995,6,0,0,0,0,24,Low
461501,0,1,0,0,0,16,Low
185384,0,0,0,1,1,16,Low
527831,2,1,0,0,0,23,Medium
82821,2,2,0,0,0,19,Low
171706,1,0,1,1,0,2,Low
483603,3,2,1,2,0,20,High
676225,1,0,2,0,2,23,Medium
467695,5,1,0,0,0,22,Medium
777113,0,3,2,2,1,17,High
106416,1,0,1,2,2,11,Medium
96789,4,4,1,2,2,0,High
399919,9,0,1,1,0,10,Medium
627796,0,2,1,0,2,10,Medium
144232,0,0,1,2,1,10,Medium
722840,0,0,1,1,1,9,Medium
119181,1,3,2,1,0,10,Medium
177788,3,3,0,1,0,13,Medium
356888,6,0,0,0,2,21,Medium
60816,0,4,0,0,0,14,Low
845571,2,3,0,0,0,5,High
229329,4,2,0,2,2,6,High
452281,4,1,1,2,0,21,High
221626,9,1,0,1,0,7,High
166149,4,1,0,0,0,6,Low
493811,2,4,0,0,1,23,Medium
177234,1,2,0,1,0,17,Low
94339,1,4,0,1,2,2,Medium
410270,9,3,1,2,2,13,High
866926,3,4,2,0,0,6,High
135703,0,0,1,1,1,12,Low
489769,2,3,2,2,0,12,High
556208,0,3,2,2,0,14,High
667340,0,0,1,1,1,7,Medium
516410,1,3,0,1,0,15,Medium
913441,8,1,1,0,1,17,High
922050,0,0,0,1,2,3,Medium
894309,3,2,1,0,0,0,High
194068,3,0,1,0,0,13,Low
766159,0,2,1,0,0,23,Medium
772424,0,1,2,0,2,0,High
636626,1,1,1,0,1,1,Medium
20056,1,2,1,0,1,8,Low
116159,1,0,1,2,0,23,Low
558277,1,4,1,0,1,19,Medium
90909,0,0,0,2,0,5,Low
633079,0,3,1,2,0,24,High
929236,4,0,0,1,1,17,Medium
115446,7,0,1,1,1,18,Medium
959839,2,0,1,2,1,24,High
862388,6,0,2,1,0,3,High
703753,5,0,0,0,1,4,Medium
910560,1,0,2,1,1,14,Medium
103470,1,1,0,0,1,16,Low
922082,4,2,1,1,2,17,High
62674,2,0,0,0,1,11,Low
177873,0,0,0,1,0,23,Low
616107,0,1,0,2,2,2,High
249155,0,3,0,1,0,15,Medium
361910,0,1,0,1,0,14,Medium
166429,2,2,0,2,1,7,Medium
119152,0,1,1,0,1,19,Low
68444,0,2,1,0,0,17,Low
28273,4,1,0,0,0,20,Low
287867,6,2,1,0,0,6,Medium
435260,5,2,0,0,1,2,Medium
701867,3,2,0,2,1,15,High
38394,4,0,0,1,0,22,Low
867837,4,2,1,2,0,14,High
171117,0,0,0,0,1,10,Low
155701,2,1,0,1,1,6,Medium
34743,5,2,0,0,2,11,Medium
100387,4,0,0,0,0,19,Low
75689,0,0,1,2,0,17,Low
519348,4,1,0,0,1,7,Medium
641944,0,0,0,0,0,3,Low
85783,0,0,1,0,2,24,Low
232757,1,1,0,0,1,5,Medium
156786,6,1,2,2,1,7,High
96559,0,2,1,0,0,18,Low
136544,7,0,0,0,0,2,Low
867030,3,0,1,1,0,6,Medium
585970,3,0,1,1,2,22,High
536243,4,1,0,1,0,2,High
142603,1,3,0,0,1,22,Low
360737,1,0,1,0,0,6,Low
64637,7,1,0,1,1,20,Medium
832222,0,0,2,0,1,3,Medium
592488,9,0,1,0,0,10,Medium
718309,2,1,1,2,2,0,High
428119,1,0,0,0,0,12,Low
406413,0,0,2,2,1,9,Medium
109364,2,0,1,0,0,6,Low
900432,7,4,1,2,2,20,High
993751,9,4,0,1,2,1,High
293513,5,2,0,0,0,10,Medium
89409,1,4,1,0,0,17,Low
131318,0,0,1,1,0,18,Low
432811,7,0,0,0,1,15,Medium
321968,3,4,1,1,0,0,High
774424,4,0,0,1,1,10,Medium
184033,2,0,1,0,1,7,Low
199263,0,1,1,0,0,2,Low
152773,0,0,0,1,2,13,Low
107558,5,4,1,0,1,15,Medium
685634,9,2,0,1,2,13,High
737288,5,4,2,1,2,6,High
666741,0,0,0,0,0,20,Low
729038,6,4,0,2,2,13,High
228358,0,0,2,0,0,7,Medium
482333,3,2,0,0,0,2,Medium
696213,8,4,0,0,0,23,High
411723,0,1,0,2,0,1,Medium
76584,3,1,0,0,0,18,Low
290850,7,1,2,2,0,21,High
379362,8,3,1,2,2,12,High
568513,5,4,1,1,0,13,High
492830,2,1,0,1,2,14,High
72369,0,0,1,0,2,16,Low
419150,5,3,0,2,0,20,High
141024,0,0,1,2,0,9,Low
743240,6,2,0,2,0,8,High
312172,6,2,0,0,1,12,Medium
108780,1,1,0,1,0,2,Low
608759,9,1,1,1,2,4,High
724667,5,0,1,2,2,12,High
539672,8,1,2,2,2,19,High
82292,9,0,0,1,1,24,Medium
177276,1,0,1,2,0,11,Low
136958,1,3,2,1,1,5,Medium
216983,8,2,0,1,2,21,High
112379,5,3,2,2,0,15,High
942352,4,3,0,0,0,20,High
170878,1,1,0,0,1,16,Low
255559,8,2,2,0,1,10,High
495384,1,2,0,0,2,2,Medium
356433,1,0,0,0,1,2,Low
307058,2,2,0,0,1,15,Medium
842520,1,4,2,2,0,22,High
80117,1,2,0,1,0,22,Low
413443,1,2,0,0,2,19,Medium
366997,5,3,1,2,2,15,High
252084,5,3,2,0,0,13,High
830548,1,1,0,1,1,3,Medium
31094,5,0,0,0,0,24,Low
377797,0,4,2,0,0,4,Medium
187098,0,2,0,1,1,6,Low
391902,0,1,2,0,1,17,Medium
382337,0,0,1,0,1,3,Low
83037,8,0,0,0,0,15,Low
85439,1,1,0,0,1,7,Low
163285,1,3,0,1,1,6,Medium
584274,3,2,0,0,0,8,Medium
365175,2,0,0,0,1,21,Medium
427350,1,0,0,1,0,3,Low
177720,1,3,0,0,0,15,Low
174043,7,3,2,2,2,15,High
435685,6,3,1,2,2,15,High
143780,4,3,1,0,0,3,Medium
983694,5,2,0,2,0,4,High
597922,8,2,1,2,2,13,High
640861,0,3,0,2,0,4,High
370083,1,0,0,0,1,23,Low
60765,1,2,0,2,0,21,Medium
731199,1,4,0,0,0,16,Medium
145659,1,0,1,0,0,7,Low
179067,6,1,1,0,2,16,Medium
397477,3,4,0,0,0,11,Medium
911579,3,3,0,2,2,16,High
365277,2,2,1,0,2,20,High
253809,0,0,1,2,2,4,Medium
203358,7,3,0,2,0,2,High
221157,1,2,0,1,2,10,Medium
924405,1,1,1,1,1,8,Medium
348515,6,2,1,0,0,2,Medium
277183,4,0,2,1,0,4,Medium
549057,0,0,1,2,2,15,High
689774,4,1,2,0,1,19,High
741562,9,4,2,0,0,4,High
190954,2,0,0,0,0,4,Low
895104,5,4,2,0,0,7,High
892446,4,4,0,2,1,16,High
365102,0,1,0,0,0,10,Low
96986,8,2,2,2,0,11,High
114148,9,2,2,0,0,15,Medium
99599,1,0,2,0,2,3,Medium
281270,0,2,0,0,0,16,Low
496840,0,4,0,0,0,0,Medium
130583,2,2,1,2,1,15,Medium
43525,0,2,2,0,0,20,Low
94603,1,0,2,1,0,24,Low
769165,8,0,1,1,0,24,High
206922,7,3,1,2,0,2,High
221965,1,4,2,2,0,10,High
168306,0,2,0,1,1,7,Low
77679,7,0,2,1,0,13,Medium
859594,0,2,1,2,1,2,High
208044,2,2,0,0,2,24,Medium
28036,0,0,2,0,1,5,Low
417959,0,1,0,0,0,19,Low
937157,4,3,0,1,1,5,High
159675,1,0,0,1,1,4,Low
313590,5,0,2,1,0,24,High
484432,1,0,0,1,0,24,Low
392838,8,0,0,2,2,24,High
49236,1,4,0,0,0,10,Low
185438,1,4,0,0,1,13,Low
919506,0,1,0,2,1,1,High
98789,1,0,1,2,0,23,Low
929445,5,2,2,1,0,7,High
226935,1,0,1,1,0,23,Medium
40655,4,0,0,0,1,12,Low
719623,8,0,0,2,0,1,High
44022,1,0,0,0,0,0,Low
105058,8,0,0,0,0,3,Low
28195,6,2,2,0,1,12,Medium
952893,9,0,0,2,0,18,High
150731,3,1,1,0,1,14,Medium
392174,1,4,2,2,2,14,High
592042,0,3,1,0,1,21,Medium
96313,3,2,0,2,1,19,Medium
34787,0,2,1,0,1,3,Low
210128,3,1,1,0,0,4,Medium
474997,1,1,0,0,2,17,Medium
58578,1,1,2,0,0,14,Low
169924,9,0,0,1,2,4,Medium
39347,1,0,1,0,1,6,Low
55357,3,1,0,0,0,13,Low
248152,9,4,1,1,1,23,High
109084,1,0,2,0,0,20,Low
353123,2,1,2,1,2,1,High
210861,2,3,2,2,0,19,High
174782,7,3,0,1,0,22,Medium
199685,8,1,1,1,2,22,High
463449,0,0,2,2,1,20,Medium
535753,1,2,1,0,0,17,Medium
734014,0,4,0,0,0,19,Medium
605580,8,3,1,2,1,18,High
471807,0,2,1,0,2,16,Medium
82938,0,0,1,2,0,15,Low
62186,8,2,1,0,0,16,Medium
269106,2,4,1,1,0,23,High
195767,8,2,0,0,2,10,Medium
806427,0,0,2,2,1,10,High
886525,9,0,0,2,2,11,High
592922,2,0,0,0,1,20,Medium
401840,0,1,0,1,0,4,Medium
44815,0,1,0,0,1,22,Low
645638,0,2,0,1,0,6,Medium
619391,6,3,0,1,0,11,High
657377,7,4,1,2,0,14,High
157488,3,3,1,1,0,16,Medium
28168,5,3,0,1,1,3,High
64159,1,2,1,0,0,6,Low
142066,0,2,2,0,0,20,Low
134921,6,4,0,2,2,9,High
92715,4,0,0,0,1,5,Low
30620,3,0,2,0,2,20,Medium
296407,5,0,1,1,0,7,Medium
641645,3,3,1,0,0,14,High
224666,3,3,2,1,0,14,High
383450,2,0,1,0,1,8,Medium
312381,7,0,0,0,1,3,Medium
845696,0,0,0,1,2,5,Medium
280388,3,2,2,2,2,10,High
915130,4,3,1,2,2,16,High
146270,0,0,1,1,1,6,Low
125285,1,1,2,1,0,10,Medium
42319,0,0,1,0,1,16,Low
969907,9,0,2,1,1,8,High
256562,8,1,2,0,2,20,High
804463,0,4,0,0,0,0,Medium
368472,0,0,1,1,0,24,Medium
318591,4,1,0,2,2,8,High
96151,3,1,1,0,1,15,Medium
106123,9,2,1,2,2,24,High
505631,3,3,2,2,2,9,High
943361,0,0,0,0,2,15,Medium
139975,1,0,0,1,2,6,Low
117382,8,4,0,1,0,17,Medium
672994,9,0,0,0,2,9,High
607207,9,4,1,1,0,11,High
309707,4,2,2,0,0,15,Medium
309675,0,3,0,0,1,19,Medium
20503,0,2,0,0,0,8,Low
318561,3,3,1,2,2,3,High
934936,4,1,1,1,0,20,High
49813,1,1,1,0,0,14,Low
167227,1,2,0,0,1,13,Low
322221,9,0,2,1,1,3,High
177431,4,1,0,0,0,2,Low
71012,0,1,2,2,1,24,Medium
27898,1,3,2,0,2,11,Medium
197581,6,4,0,0,0,3,Medium
95759,1,1,0,1,1,6,Low
66252,1,0,0,1,2,18,Low
279004,3,4,2,2,2,3,High
948396,6,3,0,2,1,21,High
49400,0,0,1,0,1,10,Low
63884,1,1,0,0,2,2,Low
133920,4,0,0,0,1,11,Low
246628,0,0,0,0,1,11,Low
75745,6,0,0,0,0,20,Low
942744,4,3,2,0,0,5,High
207755,7,3,1,1,0,1,High
306736,0,3,2,0,0,17,Medium
612520,5,1,0,1,1,0,High
146003,1,4,0,2,2,2,Medium
472282,9,2,2,2,0,17,High
325138,0,0,1,0,0,4,Low
566622,0,0,0,0,0,14,Low
290808,0,2,1,0,0,15,Medium
27219,1,0,1,0,0,3,Low
894742,7,2,0,2,1,1,High
162076,6,3,0,0,0,14,Medium
169485,0,2,0,1,0,14,Low
151351,2,0,0,0,0,14,Low
80666,1,4,0,0,2,20,Medium
114605,1,0,0,0,1,17,Low
219584,0,0,1,0,1,15,Low
486012,2,1,0,1,0,14,Medium
222421,0,0,0,0,1,3,Low
21286,4,0,0,0,0,23,Low
115698,2,1,0,1,1,24,Medium
684635,1,0,0,0,0,22,Low
525574,0,0,0,0,0,10,Low
66343,3,0,0,2,0,12,Medium
139558,0,2,1,0,0,8,Low
742822,3,2,2,2,1,9,High
714480,5,0,1,0,0,22,Medium
935234,9,3,0,0,0,3,High
257058,4,0,0,0,0,9,Medium
722974,1,0,2,0,1,8,Medium
671100,4,4,1,2,2,2,High
632956,2,3,1,0,0,5,High
712924,9,4,0,0,2,13,High
72396,5,0,2,1,0,15,Medium
658446,7,0,2,2,0,13,High
60503,0,3,0,1,0,10,Medium
171911,8,4,0,0,0,10,Medium
343087,0,2,0,2,0,21,Medium
292343,1,4,0,0,1,0,Medium
119772,0,2,1,1,0,14,Low
510548,6,4,2,1,1,16,High
696746,1,0,2,0,0,4,Medium
100496,0,4,0,0,1,9,Low
417677,6,1,2,0,1,15,High
180278,7,2,1,1,1,4,Medium
916020,3,3,0,0,1,2,High
64900,1,1,0,0,2,14,Low
129528,1,3,0,0,0,9,Low
854089,4,4,0,0,0,23,High
757286,4,2,0,1,2,10,High
318162,6,1,2,2,2,13,High
225229,0,0,1,0,0,16,Low
32289,9,0,0,0,0,20,Low
274336,4,4,2,1,2,24,High
37743,0,3,0,1,2,12,Medium
647365,5,2,2,0,1,24,High
733601,1,3,0,0,0,15,Medium
622340,9,3,1,0,1,9,High
779889,7,4,2,1,0,7,High
587435,8,3,1,0,0,7,High
148754,2,2,0,0,0,20,Low
152915,3,1,0,2,1,14,Medium
556785,6,3,2,0,0,14,High
749520,0,2,0,2,2,17,High
389199,3,4,1,0,1,0,High
400644,3,0,0,1,0,22,Medium
174030,0,4,0,0,1,22,Low
666045,1,0,1,0,0,24,Medium
688590,0,0,0,0,1,0,Medium
106516,4,1,2,0,1,2,Medium
491300,0,0,0,0,0,5,Low
59358,4,0,1,2,1,23,Medium
228774,0,2,1,2,2,1,High
149622,0,1,0,0,1,8,Low
734927,9,2,2,2,1,0,High
110629,0,0,1,1,0,1,Low
395987,1,0,1,0,0,17,Low
138581,1,0,2,0,1,16,Low
695627,0,0,0,0,0,7,Low
58206,1,0,1,2,0,8,Low
52720,1,0,0,1,0,15,Low
52397,3,2,0,0,0,10,Low
625605,2,1,2,1,1,8,High
246137,6,2,0,0,0,3,Medium
171615,9,2,0,2,2,18,High
116058,3,1,0,0,0,16,Low
797150,1,1,2,0,2,6,High
202444,7,0,1,1,0,22,Medium
27131,9,0,1,0,2,21,Medium
46143,0,1,0,0,0,4,Low
174654,1,4,0,0,0,2,Low
470297,0,0,1,0,1,6,Low
949984,1,1,0,1,1,15,Medium
447236,1,3,1,0,1,23,Medium
868889,7,4,2,2,2,7,High
780636,0,0,0,2,0,24,Medium
443399,1,1,1,1,1,13,Medium
431916,0,4,0,1,1,6,Medium
118471,5,1,0,2,0,12,Medium
173305,2,0,0,1,0,18,Low
218019,2,1,1,0,1,17,Medium
848270,2,3,2,2,0,2,High
181361,0,0,0,0,1,21,Low
326691,0,2,1,0,1,19,Medium
133535,6,2,2,1,0,20,High
481965,1,0,1,0,1,16,Low
901340,5,2,1,0,2,21,High
196710,4,1,0,0,0,5,Low
45811,2,0,0,0,1,3,Low
900147,1,0,0,0,0,21,Low
22187,0,2,2,1,1,16,Medium
574710,0,0,0,0,0,11,Low
125405,3,1,2,1,1,19,Medium
143113,4,0,1,0,0,11,Low
128659,1,0,0,0,1,18,Low
474988,0,0,1,2,0,20,Medium
94723,8,0,1,2,1,12,Medium
953702,6,4,1,2,1,3,High
305049,1,0,1,0,1,24,Low
448440,0,4,0,1,2,18,High
551134,3,2,0,1,1,20,High
183677,0,2,1,0,1,14,Low
610285,7,2,0,1,1,6,High
89003,1,0,1,1,0,15,Low
422581,1,2,0,2,0,4,Medium
621380,5,0,1,1,0,2,High
31179,1,0,0,2,0,15,Low
75722,4,1,1,1,1,4,Medium
687712,7,0,2,0,1,16,High
712485,2,0,2,2,2,12,High
170575,1,2,1,1,0,16,Low
346186,0,0,1,0,1,12,Low
748428,5,3,0,2,0,16,High
738648,7,4,2,1,1,16,High
113399,0,1,0,1,0,24,Low
197589,1,1,0,0,0,19,Low
452982,8,0,1,0,1,17,Medium
760456,1,1,2,1,1,6,High
183578,1,2,0,1,0,23,Low
40946,0,1,0,0,2,4,Low
189916,6,0,1,0,0,13,Medium
743569,9,3,2,2,2,11,High
145143,1,3,0,0,1,17,Low
877555,0,0,1,0,2,2,Medium
113066,7,1,1,1,2,10,High
156439,0,1,1,1,2,5,Medium
355033,2,1,1,2,2,10,High
795200,4,0,2,2,2,9,High
152850,3,0,1,0,0,7,Low
514897,5,3,0,0,2,11,High
114914,0,3,0,0,0,12,Low
848393,7,1,1,1,1,18,High
626290,6,0,2,1,2,24,High
46467,8,0,2,0,0,16,Medium
85953,1,1,1,0,1,20,Low
485765,1,2,0,0,0,9,Low
183052,0,2,0,0,0,5,Low
716472,1,3,0,2,0,3,High
186562,0,3,2,0,1,18,Medium
62769,1,0,0,2,0,2,Low
79821,0,0,0,2,0,11,Low
827883,9,4,1,1,2,0,High
135787,0,4,0,0,0,23,Low
108618,1,1,1,0,1,19,Low
25850,1,1,0,0,0,17,Low
716001,8,1,0,2,2,24,High
635175,0,2,1,1,1,11,Medium
953603,2,3,1,0,2,24,High
759913,8,1,1,1,1,16,High
928551,2,2,1,2,2,2,High
643487,3,0,0,2,1,3,High
216092,1,3,2,2,2,18,High
44311,1,1,1,0,1,16,Low
62412,2,2,2,1,0,20,Medium
81852,4,0,1,0,0,24,Low
536712,8,1,1,0,2,11,High
905226,8,4,0,0,1,22,High
